SPORT;FAMILLE_PRODUIT;CODE;DESCRIPTION;QTY_1;QTY_5;QTY_10;QTY_20;QTY_50;QTY_100;QTY_250;QTY_500;GRAMMAGE;TISSU;GENRE;TITRE_VENDEUR;FINITION;ETIQUETTES;REFERENCE_FLARE;DESCRIPTION_SEO;PHOTO_1;PHOTO_2;PHOTO_3;PHOTO_4;PHOTO_5;URL
SPORTSWEAR;Polo;SW23_PRO_POLOMML100_2;Polo ML MILANO 140 ECO col bord côte homme;46.25;41.62;39.31;34.69;32.38;27.75;23.12;18.5;140 gr/m²;Premium Jersey  ;Homme;Polo Premium Manches Longues Milano Col Bord Côte - Premium Jersey 140 ECO Homme;Manches Longues, Col Bord Côte;ÉCO, Doux;FLARE-SPWPOLH-010;"- Tissu Premium Jersey 140 haute qualité
- Col bord côte pour un ajustement optimal
- Manches longues pour une protection optimale
- Coupe confortable adaptée à  toutes morphologies
- Fabrication éco-responsable matériaux recyclés";https://flare-custom.com/photos/produits/FLARE-SPWPOLH-010-1.webp;https://flare-custom.com/photos/produits/FLARE-SPWPOLH-010-2.webp;https://flare-custom.com/photos/produits/FLARE-SPWPOLH-010-3.webp;https://flare-custom.com/photos/produits/FLARE-SPWPOLH-010-4.webp;https://flare-custom.com/photos/produits/FLARE-SPWPOLH-010-5.webp;https://flare-custom.com/produits/polo-sport-ml-140g-jersey-homme-personnalise-2
SPORTSWEAR;Polo;SW23_PRO_POLOFML100_2;Polo ML MILANO 140 ECO col bord côte femme;46.25;41.62;39.31;34.69;32.38;27.75;23.12;18.5;140 gr/m²;Premium Jersey  ;Femme;Polo Premium Manches Longues Milano Col Bord Côte - Premium Jersey 140 ECO Femme;Manches Longues, Col Bord Côte;ÉCO, Doux;FLARE-SPWPOLF-011;"- Tissu Premium Jersey 140 haute qualité
- Col bord côte pour un ajustement optimal
- Manches longues pour une protection optimale
- Coupe confortable adaptée à  toutes morphologies
- Fabrication éco-responsable matériaux recyclés";https://flare-custom.com/photos/produits/FLARE-SPWPOLF-011-1.webp;https://flare-custom.com/photos/produits/FLARE-SPWPOLF-011-2.webp;https://flare-custom.com/photos/produits/FLARE-SPWPOLF-011-3.webp;https://flare-custom.com/photos/produits/FLARE-SPWPOLF-011-4.webp;https://flare-custom.com/photos/produits/FLARE-SPWPOLF-011-5.webp;https://flare-custom.com/produits/polo-sport-ml-140g-jersey-femme-personnalise-2
SPORTSWEAR;Polo;SW23_POLOMML100_PIQUE;Polo ML PIQUE 210 ECO col tissu homme;47.25;42.52;40.16;35.44;33.07;28.35;23.62;18.9;210 gr/m²;Premium Piqué  ;Homme;Polo Manches Longues - Premium Piqué 210 ECO Homme;Manches Longues, Col Tissu;ÉCO, Texturé;FLARE-SPWPOLH-012;"- Tissu Premium Piqué 210 haute qualité
- Col tissu classique et élégant
- Manches longues pour une protection optimale
- Texture piqué respirante et structurée
- Coupe confortable adaptée à  toutes morphologies
- Fabrication éco-responsable matériaux recyclés";https://flare-custom.com/photos/produits/FLARE-SPWPOLH-012-1.webp;https://flare-custom.com/photos/produits/FLARE-SPWPOLH-012-2.webp;https://flare-custom.com/photos/produits/FLARE-SPWPOLH-012-3.webp;https://flare-custom.com/photos/produits/FLARE-SPWPOLH-012-4.webp;https://flare-custom.com/photos/produits/FLARE-SPWPOLH-012-5.webp;https://flare-custom.com/produits/polo-sport-ml-210g-pique-homme-personnalise
SPORTSWEAR;Polo;SW23_POLOFML100_PIQUE;Polo ML PIQUE 210 ECO col tissu femme;47.25;42.52;40.16;35.44;33.07;28.35;23.62;18.9;210 gr/m²;Premium Piqué  ;Femme;Polo Manches Longues - Premium Piqué 210 ECO Femme;Manches Longues, Col Tissu;ÉCO, Texturé;FLARE-SPWPOLF-013;"- Tissu Premium Piqué 210 haute qualité
- Col tissu classique et élégant
- Manches longues pour une protection optimale
- Texture piqué respirante et structurée
- Coupe confortable adaptée à  toutes morphologies
- Fabrication éco-responsable matériaux recyclés";https://flare-custom.com/photos/produits/FLARE-SPWPOLF-013-1.webp;https://flare-custom.com/photos/produits/FLARE-SPWPOLF-013-2.webp;https://flare-custom.com/photos/produits/FLARE-SPWPOLF-013-3.webp;https://flare-custom.com/photos/produits/FLARE-SPWPOLF-013-4.webp;https://flare-custom.com/photos/produits/FLARE-SPWPOLF-013-5.webp;https://flare-custom.com/produits/polo-sport-ml-210g-pique-femme-personnalise
SPORTSWEAR;Polo;SW23_PRO_POLOMML100_PIQUE;Polo ML PIQUE 210 ECO col bord côte homme;51.25;46.12;43.56;38.44;35.88;30.75;25.62;20.5;210 gr/m²;Premium Piqué  ;Homme;Polo Premium Manches Longues Piqué Col Bord Côte - Premium Piqué 210 ECO Homme;Manches Longues, Col Bord Côte;ÉCO, Texturé;FLARE-SPWPOLH-014;"- Tissu Premium Piqué 210 haute qualité
- Col bord côte pour un ajustement optimal
- Manches longues pour une protection optimale
- Texture piqué respirante et structurée
- Coupe confortable adaptée à  toutes morphologies
- Fabrication éco-responsable matériaux recyclés";https://flare-custom.com/photos/produits/FLARE-SPWPOLH-014-1.webp;https://flare-custom.com/photos/produits/FLARE-SPWPOLH-014-2.webp;https://flare-custom.com/photos/produits/FLARE-SPWPOLH-014-3.webp;https://flare-custom.com/photos/produits/FLARE-SPWPOLH-014-4.webp;https://flare-custom.com/photos/produits/FLARE-SPWPOLH-014-5.webp;https://flare-custom.com/produits/polo-sport-ml-210g-pique-homme-personnalise-2
SPORTSWEAR;Polo;SW23_PRO_POLOFML100_PIQUE;Polo ML PIQUE 210 ECO col bord côte femme;51.25;46.12;43.56;38.44;35.88;30.75;25.62;20.5;210 gr/m²;Premium Piqué  ;Femme;Polo Premium Manches Longues Piqué Col Bord Côte - Premium Piqué 210 ECO Femme;Manches Longues, Col Bord Côte;ÉCO, Texturé;FLARE-SPWPOLF-015;"- Tissu Premium Piqué 210 haute qualité
- Col bord côte pour un ajustement optimal
- Manches longues pour une protection optimale
- Texture piqué respirante et structurée
- Coupe confortable adaptée à  toutes morphologies
- Fabrication éco-responsable matériaux recyclés";https://flare-custom.com/photos/produits/FLARE-SPWPOLF-015-1.webp;https://flare-custom.com/photos/produits/FLARE-SPWPOLF-015-2.webp;https://flare-custom.com/photos/produits/FLARE-SPWPOLF-015-3.webp;https://flare-custom.com/photos/produits/FLARE-SPWPOLF-015-4.webp;https://flare-custom.com/photos/produits/FLARE-SPWPOLF-015-5.webp;https://flare-custom.com/produits/polo-sport-ml-210g-pique-femme-personnalise-2
SPORTSWEAR;Sweat;SW23_SMML100;Sweat ARENA homme;42.25;38.02;35.91;31.69;29.57;25.35;21.12;16.9;;;Homme;Sweat Classique - Homme;Manches Longues;ÉCO;FLARE-SPWSWTH-016;"- Coupe confortable pour un usage quotidien
- Bords côtes aux poignets et à la taille
- Fabrication éco-responsable matériaux recyclés
- Durabilité et résistance à l'usage intensif";https://flare-custom.com/photos/produits/FLARE-SPWSWTH-016-1.webp;https://flare-custom.com/photos/produits/FLARE-SPWSWTH-016-2.webp;https://flare-custom.com/photos/produits/FLARE-SPWSWTH-016-3.webp;https://flare-custom.com/photos/produits/FLARE-SPWSWTH-016-4.webp;https://flare-custom.com/photos/produits/FLARE-SPWSWTH-016-5.webp;https://flare-custom.com/produits/sweat-sport-ml-homme-personnalise
SPORTSWEAR;Sweat;SW23_SFML100;Sweat ARENA femme;42.25;38.02;35.91;31.69;29.57;25.35;21.12;16.9;;;Femme;Sweat Classique - Femme;Manches Longues;ÉCO;FLARE-SPWSWTF-017;"- Coupe confortable pour un usage quotidien
- Bords côtes aux poignets et à la taille
- Fabrication éco-responsable matériaux recyclés
- Durabilité et résistance à l'usage intensif";https://flare-custom.com/photos/produits/FLARE-SPWSWTF-017-1.webp;https://flare-custom.com/photos/produits/FLARE-SPWSWTF-017-2.webp;https://flare-custom.com/photos/produits/FLARE-SPWSWTF-017-3.webp;https://flare-custom.com/photos/produits/FLARE-SPWSWTF-017-4.webp;https://flare-custom.com/photos/produits/FLARE-SPWSWTF-017-5.webp;https://flare-custom.com/produits/sweat-sport-ml-femme-personnalise
SPORTSWEAR;Sweat;SW23_MMML100;Sweat 1/4 zip ARENA homme;47.25;42.52;40.16;35.44;33.07;28.35;23.62;18.9;;;Homme;Sweat 1/4 Zip - Homme;1/4 Zip, Manches Longues;ÉCO, Zippé;FLARE-SPWSWTH-018;"- Coupe confortable pour un usage quotidien
- Bords côtes aux poignets et à la taille
- Fabrication éco-responsable matériaux recyclés
- Durabilité et résistance à l'usage intensif";https://flare-custom.com/photos/produits/FLARE-SPWSWTH-018-1.webp;https://flare-custom.com/photos/produits/FLARE-SPWSWTH-018-2.webp;https://flare-custom.com/photos/produits/FLARE-SPWSWTH-018-3.webp;https://flare-custom.com/photos/produits/FLARE-SPWSWTH-018-4.webp;https://flare-custom.com/photos/produits/FLARE-SPWSWTH-018-5.webp;https://flare-custom.com/produits/sweat-sport-ml-homme-personnalise-2
SPORTSWEAR;Sweat;SW23_MFML100;Sweat 1/4 zip ARENA femme;47.25;42.52;40.16;35.44;33.07;28.35;23.62;18.9;;;Femme;Sweat 1/4 Zip - Femme;1/4 Zip, Manches Longues;ÉCO, Zippé;FLARE-SPWSWTF-019;"- Coupe confortable pour un usage quotidien
- Bords côtes aux poignets et à la taille
- Fabrication éco-responsable matériaux recyclés
- Durabilité et résistance à l'usage intensif";https://flare-custom.com/photos/produits/FLARE-SPWSWTF-019-1.webp;https://flare-custom.com/photos/produits/FLARE-SPWSWTF-019-2.webp;https://flare-custom.com/photos/produits/FLARE-SPWSWTF-019-3.webp;https://flare-custom.com/photos/produits/FLARE-SPWSWTF-019-4.webp;https://flare-custom.com/photos/produits/FLARE-SPWSWTF-019-5.webp;https://flare-custom.com/produits/sweat-sport-ml-femme-personnalise-2
SPORTSWEAR;Sweat;SW23_MMML100_POLSPANDEX;Sweat 1/4 zip POLSPANDEX homme;47.25;42.52;40.16;35.44;33.07;28.35;23.62;18.9;;Motion Flex;Homme;Sweat 1/4 Zip Technique - Motion Flex Homme;1/4 Zip, Manches Longues;ÉCO, Élastique, Zippé;FLARE-SPWSWTH-020;"- Tissu Motion Flex haute qualité
- Coupe confortable pour un usage quotidien
- Bords côtes aux poignets et à la taille
- Fabrication éco-responsable matériaux recyclés
- Durabilité et résistance à l'usage intensif";https://flare-custom.com/photos/produits/FLARE-SPWSWTH-020-1.webp;https://flare-custom.com/photos/produits/FLARE-SPWSWTH-020-2.webp;https://flare-custom.com/photos/produits/FLARE-SPWSWTH-020-3.webp;https://flare-custom.com/photos/produits/FLARE-SPWSWTH-020-4.webp;https://flare-custom.com/photos/produits/FLARE-SPWSWTH-020-5.webp;https://flare-custom.com/produits/sweat-sport-ml-homme-personnalise-3
SPORTSWEAR;Sweat;SW23_MFML100_POLSPANDEX;Sweat 1/4 zip POLSPANDEX femme;47.25;42.52;40.16;35.44;33.07;28.35;23.62;18.9;;Motion Flex;Femme;Sweat 1/4 Zip Technique - Motion Flex Femme;1/4 Zip, Manches Longues;ÉCO, Élastique, Zippé;FLARE-SPWSWTF-021;"- Tissu Motion Flex haute qualité
- Coupe confortable pour un usage quotidien
- Bords côtes aux poignets et à la taille
- Fabrication éco-responsable matériaux recyclés
- Durabilité et résistance à l'usage intensif";https://flare-custom.com/photos/produits/FLARE-SPWSWTF-021-1.webp;https://flare-custom.com/photos/produits/FLARE-SPWSWTF-021-2.webp;https://flare-custom.com/photos/produits/FLARE-SPWSWTF-021-3.webp;https://flare-custom.com/photos/produits/FLARE-SPWSWTF-021-4.webp;https://flare-custom.com/photos/produits/FLARE-SPWSWTF-021-5.webp;https://flare-custom.com/produits/sweat-sport-ml-femme-personnalise-3
SPORTSWEAR;Sweat;SW23_HMML100;Sweat capuche ARENA ECO homme;57.25;51.52;48.66;42.94;40.07;34.35;28.62;22.9;;Light Comfort ;Homme;Sweat à  Capuche - Light Comfort ECO Homme;Manches Longues, Capuche;ÉCO, Confort, Capuche;FLARE-SPWSWTH-022;"- Tissu Light Comfort ECO haute qualité
- Coupe confortable pour un usage quotidien
- Bords côtes aux poignets et à la taille
- Fabrication éco-responsable matériaux recyclés
- Durabilité et résistance à l'usage intensif";https://flare-custom.com/photos/produits/FLARE-SPWSWTH-022-1.webp;https://flare-custom.com/photos/produits/FLARE-SPWSWTH-022-2.webp;https://flare-custom.com/photos/produits/FLARE-SPWSWTH-022-3.webp;https://flare-custom.com/photos/produits/FLARE-SPWSWTH-022-4.webp;https://flare-custom.com/photos/produits/FLARE-SPWSWTH-022-5.webp;https://flare-custom.com/produits/sweat-sport-ml-homme-personnalise-4
SPORTSWEAR;Sweat;SW23_HFML100;Sweat capuche ARENA ECO femme;57.25;51.52;48.66;42.94;40.07;34.35;28.62;22.9;;Light Comfort ;Femme;Sweat à  Capuche - Light Comfort ECO Femme;Manches Longues, Capuche;ÉCO, Confort, Capuche;FLARE-SPWSWTF-023;"- Tissu Light Comfort ECO haute qualité
- Coupe confortable pour un usage quotidien
- Bords côtes aux poignets et à la taille
- Fabrication éco-responsable matériaux recyclés
- Durabilité et résistance à l'usage intensif";https://flare-custom.com/photos/produits/FLARE-SPWSWTF-023-1.webp;https://flare-custom.com/photos/produits/FLARE-SPWSWTF-023-2.webp;https://flare-custom.com/photos/produits/FLARE-SPWSWTF-023-3.webp;https://flare-custom.com/photos/produits/FLARE-SPWSWTF-023-4.webp;https://flare-custom.com/photos/produits/FLARE-SPWSWTF-023-5.webp;https://flare-custom.com/produits/sweat-sport-ml-femme-personnalise-4
SPORTSWEAR;Sweat;SW23_HMML100_SUPER;Sweat capuche SUPER SPORT 310 homme;62.25;56.02;52.91;46.69;43.57;37.35;31.12;24.9;310 gr/m²;Premium Warm ;Homme;Sweat à  Capuche Premium - Premium Warm 310 Homme;Manches Longues, Capuche;ÉCO, Chaud, Capuche;FLARE-SPWSWTH-024;"- Tissu Premium Warm 310 haute qualité
- Capuche ajustable avec cordon de serrage
- Isolation thermique optimale
- Molleton gratté intérieur pour chaleur maximale
- Bords côtes poignets et taille pour ajustement parfait
- Fabrication éco-responsable matériaux recyclés";https://flare-custom.com/photos/produits/FLARE-SPWSWTH-024-1.webp;https://flare-custom.com/photos/produits/FLARE-SPWSWTH-024-2.webp;https://flare-custom.com/photos/produits/FLARE-SPWSWTH-024-3.webp;https://flare-custom.com/photos/produits/FLARE-SPWSWTH-024-4.webp;https://flare-custom.com/photos/produits/FLARE-SPWSWTH-024-5.webp;https://flare-custom.com/produits/sweat-sport-ml-310g-homme-personnalise
SPORTSWEAR;Sweat;SW23_HFML100_SUPER;Sweat capuche SUPER SPORT 310 femme;62.25;56.02;52.91;46.69;43.57;37.35;31.12;24.9;310 gr/m²;Premium Warm ;Femme;Sweat à  Capuche Premium - Premium Warm 310 Femme;Manches Longues, Capuche;ÉCO, Chaud, Capuche;FLARE-SPWSWTF-025;"- Tissu Premium Warm 310 haute qualité
- Capuche ajustable avec cordon de serrage
- Isolation thermique optimale
- Molleton gratté intérieur pour chaleur maximale
- Bords côtes poignets et taille pour ajustement parfait
- Fabrication éco-responsable matériaux recyclés";https://flare-custom.com/photos/produits/FLARE-SPWSWTF-025-1.webp;https://flare-custom.com/photos/produits/FLARE-SPWSWTF-025-2.webp;https://flare-custom.com/photos/produits/FLARE-SPWSWTF-025-3.webp;https://flare-custom.com/photos/produits/FLARE-SPWSWTF-025-4.webp;https://flare-custom.com/photos/produits/FLARE-SPWSWTF-025-5.webp;https://flare-custom.com/produits/sweat-sport-ml-310g-femme-personnalise
SPORTSWEAR;Sweat;SW23_HZMML100;Sweat capuche zippée ARENA ECO homme;57.25;51.52;48.66;42.94;40.07;34.35;28.62;22.9;;Light Comfort ;Homme;Sweat à  Capuche Zippé - Light Comfort ECO Homme;Manches Longues, Zippé, Capuche;ÉCO, Confort, Zippé, Capuche;FLARE-SPWSWTH-026;"- Tissu Light Comfort ECO haute qualité
- Coupe confortable pour un usage quotidien
- Bords côtes aux poignets et à la taille
- Fabrication éco-responsable matériaux recyclés
- Durabilité et résistance à l'usage intensif";https://flare-custom.com/photos/produits/FLARE-SPWSWTH-026-1.webp;https://flare-custom.com/photos/produits/FLARE-SPWSWTH-026-2.webp;https://flare-custom.com/photos/produits/FLARE-SPWSWTH-026-3.webp;https://flare-custom.com/photos/produits/FLARE-SPWSWTH-026-4.webp;https://flare-custom.com/photos/produits/FLARE-SPWSWTH-026-5.webp;https://flare-custom.com/produits/sweat-sport-ml-homme-personnalise-5
SPORTSWEAR;Sweat;SW23_HZFML100;Sweat capuche zippée ARENA ECO femme;57.25;51.52;48.66;42.94;40.07;34.35;28.62;22.9;;Light Comfort ;Femme;Sweat à  Capuche Zippé - Light Comfort ECO Femme;Manches Longues, Zippé, Capuche;ÉCO, Confort, Zippé, Capuche;FLARE-SPWSWTF-027;"- Tissu Light Comfort ECO haute qualité
- Coupe confortable pour un usage quotidien
- Bords côtes aux poignets et à la taille
- Fabrication éco-responsable matériaux recyclés
- Durabilité et résistance à l'usage intensif";https://flare-custom.com/photos/produits/FLARE-SPWSWTF-027-1.webp;https://flare-custom.com/photos/produits/FLARE-SPWSWTF-027-2.webp;https://flare-custom.com/photos/produits/FLARE-SPWSWTF-027-3.webp;https://flare-custom.com/photos/produits/FLARE-SPWSWTF-027-4.webp;https://flare-custom.com/photos/produits/FLARE-SPWSWTF-027-5.webp;https://flare-custom.com/produits/sweat-sport-ml-femme-personnalise-5
